Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Wed Oct 28 02:44:52 2020 Epoch 22, lr: 0.0001000, val loss: 71.65324, acc: 75.47000
Wed Oct 28 02:46:01 2020 Epoch 23, lr: 0.0001000, val loss: 69.89486, acc: 76.17000
Wed Oct 28 02:47:09 2020 Epoch 24, lr: 0.0001000, val loss: 71.35829, acc: 75.00000
Wed Oct 28 02:48:18 2020 Epoch 25, lr: 0.0001000, val loss: 70.00906, acc: 76.46000
Wed Oct 28 02:49:27 2020 Epoch 26, lr: 0.0001000, val loss: 68.82054, acc: 76.74000
Wed Oct 28 02:50:36 2020 Epoch 27, lr: 0.0001000, val loss: 67.50249, acc: 77.24000
Wed Oct 28 02:51:44 2020 Epoch 28, lr: 0.0001000, val loss: 67.71045, acc: 77.08000
Wed Oct 28 02:52:53 2020 Epoch 29, lr: 0.0001000, val loss: 68.44057, acc: 76.84000
Wed Oct 28 02:54:01 2020 Epoch 30, lr: 0.0001000, val loss: 67.50337, acc: 77.33000
Wed Oct 28 02:55:10 2020 Epoch 31, lr: 0.0001000, val loss: 67.98517, acc: 77.42000
Wed Oct 28 02:56:18 2020 Epoch 32, lr: 0.0001000, val loss: 67.19535, acc: 77.34000
Wed Oct 28 02:57:27 2020 Epoch 33, lr: 0.0001000, val loss: 67.21230, acc: 78.01000
Wed Oct 28 02:58:36 2020 Epoch 34, lr: 0.0001000, val loss: 69.19893, acc: 77.84000
Wed Oct 28 02:59:44 2020 Epoch 35, lr: 0.0001000, val loss: 64.88638, acc: 78.87000
Wed Oct 28 03:00:53 2020 Epoch 36, lr: 0.0001000, val loss: 66.69895, acc: 78.46000
Wed Oct 28 03:02:02 2020 Epoch 37, lr: 0.0001000, val loss: 66.10147, acc: 78.60000
Wed Oct 28 03:03:10 2020 Epoch 38, lr: 0.0001000, val loss: 64.60483, acc: 79.13000
Wed Oct 28 03:04:18 2020 Epoch 39, lr: 0.0001000, val loss: 68.31437, acc: 78.62000
Wed Oct 28 03:05:27 2020 Epoch 40, lr: 0.0001000, val loss: 64.75209, acc: 79.57000
Wed Oct 28 03:06:36 2020 Epoch 41, lr: 0.0001000, val loss: 64.46018, acc: 79.63000
Wed Oct 28 03:07:44 2020 Epoch 42, lr: 0.0001000, val loss: 67.03657, acc: 78.78000
Wed Oct 28 03:08:53 2020 Epoch 43, lr: 0.0001000, val loss: 67.35336, acc: 79.11000
Wed Oct 28 03:10:02 2020 Epoch 44, lr: 0.0001000, val loss: 67.63423, acc: 79.02000
Wed Oct 28 03:11:10 2020 Epoch 45, lr: 0.0001000, val loss: 67.07969, acc: 79.66000
Wed Oct 28 03:12:19 2020 Epoch 46, lr: 0.0000100, val loss: 69.18692, acc: 79.11000
Wed Oct 28 03:13:28 2020 Epoch 47, lr: 0.0000100, val loss: 64.23234, acc: 80.77000
Wed Oct 28 03:14:36 2020 Epoch 48, lr: 0.0000100, val loss: 64.81049, acc: 80.81000
Wed Oct 28 03:15:44 2020 Epoch 49, lr: 0.0000100, val loss: 65.04099, acc: 80.91000
Wed Oct 28 03:52:28 2020 Epoch 0, lr: 0.0001000, val loss: 145.21277, acc: 48.18000
Wed Oct 28 03:53:37 2020 Epoch 1, lr: 0.0001000, val loss: 130.14710, acc: 53.22000
Wed Oct 28 03:54:45 2020 Epoch 2, lr: 0.0001000, val loss: 119.99731, acc: 57.05000
Wed Oct 28 03:55:53 2020 Epoch 3, lr: 0.0001000, val loss: 113.94354, acc: 59.23000
Wed Oct 28 03:57:02 2020 Epoch 4, lr: 0.0001000, val loss: 106.74878, acc: 61.69000
Wed Oct 28 03:58:10 2020 Epoch 5, lr: 0.0001000, val loss: 104.91728, acc: 62.95000
Wed Oct 28 03:59:18 2020 Epoch 6, lr: 0.0001000, val loss: 98.78972, acc: 64.83000
Wed Oct 28 04:00:27 2020 Epoch 7, lr: 0.0001000, val loss: 96.17003, acc: 65.46000
Wed Oct 28 04:01:35 2020 Epoch 8, lr: 0.0001000, val loss: 94.82091, acc: 66.54000
Wed Oct 28 04:02:43 2020 Epoch 9, lr: 0.0001000, val loss: 96.35869, acc: 66.62000
Wed Oct 28 04:03:52 2020 Epoch 10, lr: 0.0001000, val loss: 90.63397, acc: 67.32000
Wed Oct 28 04:05:01 2020 Epoch 11, lr: 0.0001000, val loss: 86.54807, acc: 69.44000
Wed Oct 28 04:06:09 2020 Epoch 12, lr: 0.0001000, val loss: 83.59144, acc: 70.03000
Wed Oct 28 04:07:17 2020 Epoch 13, lr: 0.0001000, val loss: 84.07160, acc: 70.15000
Wed Oct 28 04:08:26 2020 Epoch 14, lr: 0.0001000, val loss: 82.46807, acc: 70.91000
Wed Oct 28 04:09:35 2020 Epoch 15, lr: 0.0001000, val loss: 79.90046, acc: 72.24000
Wed Oct 28 04:10:43 2020 Epoch 16, lr: 0.0001000, val loss: 79.96951, acc: 72.31000
Wed Oct 28 04:11:51 2020 Epoch 17, lr: 0.0001000, val loss: 78.79997, acc: 72.31000
Wed Oct 28 04:13:00 2020 Epoch 18, lr: 0.0001000, val loss: 78.89132, acc: 72.27000
Wed Oct 28 04:14:08 2020 Epoch 19, lr: 0.0001000, val loss: 74.17493, acc: 74.16000
Wed Oct 28 04:15:17 2020 Epoch 20, lr: 0.0001000, val loss: 73.21486, acc: 74.63000
Wed Oct 28 04:16:25 2020 Epoch 21, lr: 0.0001000, val loss: 73.42624, acc: 74.36000
Wed Oct 28 04:17:34 2020 Epoch 22, lr: 0.0001000, val loss: 73.11926, acc: 74.80000
Sun Apr 25 20:03:10 2021 Epoch 0, lr: 0.0001000, val loss: 154.83315, acc: 43.66000
Sun Apr 25 20:03:28 2021 Epoch 1, lr: 0.0001000, val loss: 134.55028, acc: 51.35000
Sun Apr 25 20:03:47 2021 Epoch 2, lr: 0.0001000, val loss: 126.76286, acc: 54.98000
Sun Apr 25 20:04:05 2021 Epoch 3, lr: 0.0001000, val loss: 128.44736, acc: 54.73000
Sun Apr 25 20:04:24 2021 Epoch 4, lr: 0.0001000, val loss: 112.30951, acc: 60.20000
Sun Apr 25 20:04:43 2021 Epoch 5, lr: 0.0001000, val loss: 106.44944, acc: 61.96000
Sun Apr 25 20:05:02 2021 Epoch 6, lr: 0.0001000, val loss: 105.04963, acc: 62.24000
Sun Apr 25 20:05:20 2021 Epoch 7, lr: 0.0001000, val loss: 101.17456, acc: 64.09000
Sun Apr 25 20:05:39 2021 Epoch 8, lr: 0.0001000, val loss: 99.06581, acc: 65.24000
Sun Apr 25 20:05:58 2021 Epoch 9, lr: 0.0001000, val loss: 97.40142, acc: 65.47000
Sun Apr 25 20:06:17 2021 Epoch 10, lr: 0.0001000, val loss: 95.16100, acc: 66.43000
Sun Apr 25 20:06:35 2021 Epoch 11, lr: 0.0001000, val loss: 94.32730, acc: 66.23000
Sun Apr 25 20:06:54 2021 Epoch 12, lr: 0.0001000, val loss: 92.72935, acc: 66.99000
Sun Apr 25 20:07:13 2021 Epoch 13, lr: 0.0001000, val loss: 91.15215, acc: 67.79000
Sun Apr 25 20:07:32 2021 Epoch 14, lr: 0.0001000, val loss: 89.03360, acc: 68.88000
Sun Apr 25 20:07:50 2021 Epoch 15, lr: 0.0001000, val loss: 85.81261, acc: 69.88000
Sun Apr 25 20:08:09 2021 Epoch 16, lr: 0.0001000, val loss: 84.67993, acc: 70.34000
Sun Apr 25 20:08:28 2021 Epoch 17, lr: 0.0001000, val loss: 83.72238, acc: 70.44000
Sun Apr 25 20:08:47 2021 Epoch 18, lr: 0.0001000, val loss: 82.48874, acc: 71.40000
Sun Apr 25 20:09:06 2021 Epoch 19, lr: 0.0001000, val loss: 81.60319, acc: 71.64000
Sun Apr 25 20:09:24 2021 Epoch 20, lr: 0.0001000, val loss: 81.27776, acc: 71.62000
Sun Apr 25 20:09:43 2021 Epoch 21, lr: 0.0001000, val loss: 76.17366, acc: 73.37000
Sun Apr 25 20:10:02 2021 Epoch 22, lr: 0.0001000, val loss: 79.25288, acc: 72.55000
Sun Apr 25 20:10:21 2021 Epoch 23, lr: 0.0001000, val loss: 76.73798, acc: 73.34000
Sun Apr 25 20:10:39 2021 Epoch 24, lr: 0.0001000, val loss: 75.40460, acc: 74.07000
Sun Apr 25 20:10:58 2021 Epoch 25, lr: 0.0001000, val loss: 74.68186, acc: 74.55000
Sun Apr 25 20:11:17 2021 Epoch 26, lr: 0.0001000, val loss: 74.75860, acc: 74.08000
Sun Apr 25 20:11:36 2021 Epoch 27, lr: 0.0001000, val loss: 73.92773, acc: 74.58000
Sun Apr 25 20:11:54 2021 Epoch 28, lr: 0.0001000, val loss: 74.95788, acc: 73.91000
Sun Apr 25 20:12:13 2021 Epoch 29, lr: 0.0001000, val loss: 73.05330, acc: 74.94000
Sun Apr 25 20:12:32 2021 Epoch 30, lr: 0.0001000, val loss: 73.89443, acc: 75.15000
Sun Apr 25 20:12:51 2021 Epoch 31, lr: 0.0001000, val loss: 71.01734, acc: 76.22000
Sun Apr 25 20:13:10 2021 Epoch 32, lr: 0.0001000, val loss: 68.12498, acc: 76.41000
Sun Apr 25 20:13:28 2021 Epoch 33, lr: 0.0001000, val loss: 68.49612, acc: 76.53000
Sun Apr 25 20:13:47 2021 Epoch 34, lr: 0.0001000, val loss: 69.29373, acc: 76.10000
Sun Apr 25 20:14:06 2021 Epoch 35, lr: 0.0001000, val loss: 68.91241, acc: 76.30000
Sun Apr 25 20:14:25 2021 Epoch 36, lr: 0.0000100, val loss: 68.50313, acc: 77.36000
Sun Apr 25 20:14:44 2021 Epoch 37, lr: 0.0000100, val loss: 64.91918, acc: 78.16000
Sun Apr 25 20:15:02 2021 Epoch 38, lr: 0.0000100, val loss: 64.42864, acc: 78.31000
Sun Apr 25 20:15:21 2021 Epoch 39, lr: 0.0000100, val loss: 64.32090, acc: 78.27000
Sun Apr 25 20:15:40 2021 Epoch 40, lr: 0.0000100, val loss: 63.98888, acc: 78.38000
Sun Apr 25 20:15:59 2021 Epoch 41, lr: 0.0000100, val loss: 63.75564, acc: 78.49000
Sun Apr 25 20:16:17 2021 Epoch 42, lr: 0.0000100, val loss: 64.50885, acc: 78.29000
Sun Apr 25 20:16:36 2021 Epoch 43, lr: 0.0000100, val loss: 63.20032, acc: 78.90000
Sun Apr 25 20:16:55 2021 Epoch 44, lr: 0.0000100, val loss: 63.54906, acc: 78.75000
Sun Apr 25 20:17:14 2021 Epoch 45, lr: 0.0000100, val loss: 63.45135, acc: 79.06000
Sun Apr 25 20:17:32 2021 Epoch 46, lr: 0.0000100, val loss: 63.47089, acc: 79.03000
Sun Apr 25 20:17:51 2021 Epoch 47, lr: 0.0000010, val loss: 63.86272, acc: 78.87000
Sun Apr 25 20:18:10 2021 Epoch 48, lr: 0.0000010, val loss: 63.64006, acc: 79.01000
Sun Apr 25 20:18:29 2021 Epoch 49, lr: 0.0000010, val loss: 63.71241, acc: 78.93000
Sun Apr 25 20:18:47 2021 Epoch 50, lr: 0.0000010, val loss: 63.48272, acc: 79.08000
Sun Apr 25 20:19:06 2021 Epoch 51, lr: 0.0000001, val loss: 63.50125, acc: 78.97000
Sun Apr 25 20:19:25 2021 Epoch 52, lr: 0.0000001, val loss: 63.52438, acc: 79.03000
Sun Apr 25 20:19:44 2021 Epoch 53, lr: 0.0000001, val loss: 63.53889, acc: 79.02000
Sun Apr 25 20:20:02 2021 Epoch 54, lr: 0.0000001, val loss: 63.54788, acc: 79.01000
Sun Apr 25 20:20:21 2021 Epoch 55, lr: 0.0000000, val loss: 63.56604, acc: 79.00000
Sun Apr 25 20:20:40 2021 Epoch 56, lr: 0.0000000, val loss: 63.56662, acc: 79.00000
Sun Apr 25 20:20:58 2021 Epoch 57, lr: 0.0000000, val loss: 63.56743, acc: 78.99000
Sun Apr 25 20:21:17 2021 Epoch 58, lr: 0.0000000, val loss: 63.56904, acc: 79.01000
Sun Apr 25 20:21:36 2021 Epoch 59, lr: 0.0000000, val loss: 63.56841, acc: 79.01000
Sun Apr 25 20:21:55 2021 Epoch 60, lr: 0.0000000, val loss: 63.56765, acc: 79.01000
Sun Apr 25 20:22:13 2021 Epoch 61, lr: 0.0000000, val loss: 63.56708, acc: 78.99000
Sun Apr 25 20:22:32 2021 Epoch 62, lr: 0.0000000, val loss: 63.56883, acc: 79.00000
Sun Apr 25 20:22:51 2021 Epoch 63, lr: 0.0000000, val loss: 63.56818, acc: 79.00000
Sun Apr 25 20:23:09 2021 Epoch 64, lr: 0.0000000, val loss: 63.56577, acc: 79.00000
Sun Apr 25 20:23:28 2021 Epoch 65, lr: 0.0000000, val loss: 63.56698, acc: 79.01000
Sun Apr 25 20:23:47 2021 Epoch 66, lr: 0.0000000, val loss: 63.56461, acc: 79.00000
Sun Apr 25 20:24:06 2021 Epoch 67, lr: 0.0000000, val loss: 63.56348, acc: 78.99000
Sun Apr 25 20:24:24 2021 Epoch 68, lr: 0.0000000, val loss: 63.56512, acc: 78.98000
Sun Apr 25 20:24:43 2021 Epoch 69, lr: 0.0000000, val loss: 63.56456, acc: 78.98000
Sun Apr 25 20:25:02 2021 Epoch 70, lr: 0.0000000, val loss: 63.56477, acc: 78.98000
Sun Apr 25 20:25:20 2021 Epoch 71, lr: 0.0000000, val loss: 63.56654, acc: 78.98000
Sun Apr 25 20:25:39 2021 Epoch 72, lr: 0.0000000, val loss: 63.56517, acc: 78.99000
Sun Apr 25 20:25:58 2021 Epoch 73, lr: 0.0000000, val loss: 63.56423, acc: 78.99000
Sun Apr 25 20:26:17 2021 Epoch 74, lr: 0.0000000, val loss: 63.56352, acc: 79.00000
Sun Apr 25 20:26:35 2021 Epoch 75, lr: 0.0000000, val loss: 63.56248, acc: 79.00000
Sun Apr 25 20:26:54 2021 Epoch 76, lr: 0.0000000, val loss: 63.56443, acc: 78.99000
Sun Apr 25 20:27:13 2021 Epoch 77, lr: 0.0000000, val loss: 63.56423, acc: 79.00000
Sun Apr 25 20:27:31 2021 Epoch 78, lr: 0.0000000, val loss: 63.56302, acc: 79.00000
Sun Apr 25 20:27:50 2021 Epoch 79, lr: 0.0000000, val loss: 63.56620, acc: 79.00000
Sun Apr 25 20:28:09 2021 Epoch 80, lr: 0.0000000, val loss: 63.56604, acc: 79.00000
Sun Apr 25 20:28:28 2021 Epoch 81, lr: 0.0000000, val loss: 63.56334, acc: 79.00000
Sun Apr 25 20:30:22 2021 Epoch 0, lr: 0.0001000, val loss: 151.79349, acc: 45.21000
Sun Apr 25 20:30:41 2021 Epoch 1, lr: 0.0001000, val loss: 135.35806, acc: 51.14000
Sun Apr 25 20:31:00 2021 Epoch 2, lr: 0.0001000, val loss: 124.64593, acc: 55.31000
Sun Apr 25 20:31:19 2021 Epoch 3, lr: 0.0001000, val loss: 116.33598, acc: 58.01000
Sun Apr 25 20:31:37 2021 Epoch 4, lr: 0.0001000, val loss: 113.06300, acc: 59.78000
Sun Apr 25 20:31:56 2021 Epoch 5, lr: 0.0001000, val loss: 109.24497, acc: 60.80000
Sun Apr 25 20:32:15 2021 Epoch 6, lr: 0.0001000, val loss: 107.38594, acc: 61.77000
Sun Apr 25 20:32:34 2021 Epoch 7, lr: 0.0001000, val loss: 103.43067, acc: 63.05000
Sun Apr 25 20:32:53 2021 Epoch 8, lr: 0.0001000, val loss: 97.71283, acc: 65.27000
Sun Apr 25 20:33:12 2021 Epoch 9, lr: 0.0001000, val loss: 94.69279, acc: 66.22000
Sun Apr 25 20:33:31 2021 Epoch 10, lr: 0.0001000, val loss: 92.54805, acc: 67.38000
Sun Apr 25 20:33:50 2021 Epoch 11, lr: 0.0001000, val loss: 90.03563, acc: 68.24000
Sun Apr 25 20:34:08 2021 Epoch 12, lr: 0.0001000, val loss: 89.44695, acc: 68.47000
Sun Apr 25 20:34:27 2021 Epoch 13, lr: 0.0001000, val loss: 86.25900, acc: 69.87000
Sun Apr 25 20:34:46 2021 Epoch 14, lr: 0.0001000, val loss: 85.14580, acc: 70.33000
Sun Apr 25 20:35:05 2021 Epoch 15, lr: 0.0001000, val loss: 84.53037, acc: 69.90000
Sun Apr 25 20:35:24 2021 Epoch 16, lr: 0.0001000, val loss: 82.98874, acc: 71.30000
Sun Apr 25 20:35:43 2021 Epoch 17, lr: 0.0001000, val loss: 83.30891, acc: 70.74000
Sun Apr 25 20:36:02 2021 Epoch 18, lr: 0.0001000, val loss: 79.13184, acc: 72.99000
Sun Apr 25 20:36:20 2021 Epoch 19, lr: 0.0001000, val loss: 80.92048, acc: 71.97000
Sun Apr 25 20:36:39 2021 Epoch 20, lr: 0.0001000, val loss: 79.70524, acc: 71.51000
Sun Apr 25 20:36:58 2021 Epoch 21, lr: 0.0001000, val loss: 78.52652, acc: 72.56000
Sun Apr 25 20:37:17 2021 Epoch 22, lr: 0.0001000, val loss: 76.55416, acc: 73.12000
Sun Apr 25 20:37:36 2021 Epoch 23, lr: 0.0001000, val loss: 73.21073, acc: 74.40000
Sun Apr 25 20:37:55 2021 Epoch 24, lr: 0.0001000, val loss: 74.38692, acc: 74.68000
Sun Apr 25 20:38:14 2021 Epoch 25, lr: 0.0001000, val loss: 73.89107, acc: 74.57000
Sun Apr 25 20:38:32 2021 Epoch 26, lr: 0.0001000, val loss: 72.86589, acc: 75.13000
Sun Apr 25 20:38:51 2021 Epoch 27, lr: 0.0001000, val loss: 71.16722, acc: 75.61000
Sun Apr 25 20:39:10 2021 Epoch 28, lr: 0.0001000, val loss: 71.52763, acc: 74.99000
Sun Apr 25 20:39:29 2021 Epoch 29, lr: 0.0001000, val loss: 71.37774, acc: 75.74000
Sun Apr 25 20:39:48 2021 Epoch 30, lr: 0.0001000, val loss: 69.45488, acc: 76.51000
Sun Apr 25 20:40:07 2021 Epoch 31, lr: 0.0001000, val loss: 70.66581, acc: 75.67000
Sun Apr 25 20:40:26 2021 Epoch 32, lr: 0.0001000, val loss: 69.44212, acc: 76.92000
Sun Apr 25 20:40:44 2021 Epoch 33, lr: 0.0001000, val loss: 68.20565, acc: 76.85000
Sun Apr 25 20:41:03 2021 Epoch 34, lr: 0.0001000, val loss: 67.29966, acc: 77.58000
Sun Apr 25 20:41:22 2021 Epoch 35, lr: 0.0001000, val loss: 66.81628, acc: 77.69000
Sun Apr 25 20:41:41 2021 Epoch 36, lr: 0.0001000, val loss: 67.50345, acc: 77.41000
Sun Apr 25 20:42:00 2021 Epoch 37, lr: 0.0001000, val loss: 68.08648, acc: 77.55000
Sun Apr 25 20:42:19 2021 Epoch 38, lr: 0.0001000, val loss: 68.72642, acc: 77.42000
Sun Apr 25 20:42:37 2021 Epoch 39, lr: 0.0001000, val loss: 65.55226, acc: 78.48000
Sun Apr 25 20:42:56 2021 Epoch 40, lr: 0.0001000, val loss: 67.51277, acc: 77.96000
Sun Apr 25 20:43:15 2021 Epoch 41, lr: 0.0001000, val loss: 65.31484, acc: 78.70000
Sun Apr 25 20:43:34 2021 Epoch 42, lr: 0.0001000, val loss: 67.42915, acc: 77.95000
Sun Apr 25 20:43:53 2021 Epoch 43, lr: 0.0001000, val loss: 66.86031, acc: 78.32000
Sun Apr 25 20:44:12 2021 Epoch 44, lr: 0.0001000, val loss: 67.07506, acc: 78.38000
Sun Apr 25 20:44:30 2021 Epoch 45, lr: 0.0001000, val loss: 64.22200, acc: 79.02000
Sun Apr 25 20:44:49 2021 Epoch 46, lr: 0.0001000, val loss: 64.89253, acc: 78.70000
Sun Apr 25 20:45:08 2021 Epoch 47, lr: 0.0001000, val loss: 66.50410, acc: 79.02000
Sun Apr 25 20:45:27 2021 Epoch 48, lr: 0.0001000, val loss: 63.73577, acc: 79.42000
Sun Apr 25 20:45:46 2021 Epoch 49, lr: 0.0001000, val loss: 63.73137, acc: 79.23000
Sun Apr 25 20:46:05 2021 Epoch 50, lr: 0.0001000, val loss: 65.56660, acc: 79.54000
Sun Apr 25 20:46:24 2021 Epoch 51, lr: 0.0001000, val loss: 64.83476, acc: 80.10000
Sun Apr 25 20:46:42 2021 Epoch 52, lr: 0.0000100, val loss: 67.35009, acc: 78.90000
Sun Apr 25 20:47:01 2021 Epoch 53, lr: 0.0000100, val loss: 63.16199, acc: 80.23000
Sun Apr 25 20:47:20 2021 Epoch 54, lr: 0.0000100, val loss: 63.52352, acc: 80.32000
Sun Apr 25 20:47:39 2021 Epoch 55, lr: 0.0000100, val loss: 63.83148, acc: 80.34000
Sun Apr 25 20:47:58 2021 Epoch 56, lr: 0.0000100, val loss: 63.82928, acc: 80.69000
Sun Apr 25 20:48:17 2021 Epoch 57, lr: 0.0000100, val loss: 63.12325, acc: 80.91000
Sun Apr 25 20:48:36 2021 Epoch 58, lr: 0.0000100, val loss: 63.72797, acc: 80.82000
Sun Apr 25 20:48:55 2021 Epoch 59, lr: 0.0000100, val loss: 64.74792, acc: 80.67000
Sun Apr 25 20:49:14 2021 Epoch 60, lr: 0.0000100, val loss: 64.25040, acc: 80.74000
Sun Apr 25 20:49:33 2021 Epoch 61, lr: 0.0000010, val loss: 64.55013, acc: 81.04000
Sun Apr 25 20:49:51 2021 Epoch 62, lr: 0.0000010, val loss: 64.62242, acc: 80.96000
Sun Apr 25 20:50:10 2021 Epoch 63, lr: 0.0000010, val loss: 64.45101, acc: 80.97000
Sun Apr 25 20:50:29 2021 Epoch 64, lr: 0.0000010, val loss: 64.52532, acc: 80.95000
Sun Apr 25 20:50:48 2021 Epoch 65, lr: 0.0000001, val loss: 64.44692, acc: 81.00000
Sun Apr 25 20:51:07 2021 Epoch 66, lr: 0.0000001, val loss: 64.45431, acc: 80.99000
Sun Apr 25 20:51:27 2021 Epoch 67, lr: 0.0000001, val loss: 64.45982, acc: 81.00000
Sun Apr 25 20:51:45 2021 Epoch 68, lr: 0.0000001, val loss: 64.46803, acc: 80.97000
Sun Apr 25 20:52:04 2021 Epoch 69, lr: 0.0000000, val loss: 64.45927, acc: 80.99000
Sun Apr 25 20:52:23 2021 Epoch 70, lr: 0.0000000, val loss: 64.45972, acc: 80.99000
Sun Apr 25 20:52:42 2021 Epoch 71, lr: 0.0000000, val loss: 64.46104, acc: 80.99000
Sun Apr 25 20:53:01 2021 Epoch 72, lr: 0.0000000, val loss: 64.46224, acc: 80.99000
Sun Apr 25 20:53:20 2021 Epoch 73, lr: 0.0000000, val loss: 64.46355, acc: 80.99000
Sun Apr 25 20:53:39 2021 Epoch 74, lr: 0.0000000, val loss: 64.46581, acc: 80.99000
Sun Apr 25 20:53:58 2021 Epoch 75, lr: 0.0000000, val loss: 64.46521, acc: 80.99000
Sun Apr 25 20:54:16 2021 Epoch 76, lr: 0.0000000, val loss: 64.46511, acc: 80.99000
Sun Apr 25 20:54:35 2021 Epoch 77, lr: 0.0000000, val loss: 64.46406, acc: 80.99000
Sun Apr 25 20:54:54 2021 Epoch 78, lr: 0.0000000, val loss: 64.46614, acc: 80.99000
Sun Apr 25 20:55:13 2021 Epoch 79, lr: 0.0000000, val loss: 64.46583, acc: 80.99000
Sun Apr 25 20:55:32 2021 Epoch 80, lr: 0.0000000, val loss: 64.46571, acc: 80.99000
Sun Apr 25 20:55:51 2021 Epoch 81, lr: 0.0000000, val loss: 64.46594, acc: 80.97000
Sun Apr 25 20:56:09 2021 Epoch 82, lr: 0.0000000, val loss: 64.46841, acc: 80.98000
Sun Apr 25 20:56:28 2021 Epoch 83, lr: 0.0000000, val loss: 64.46942, acc: 80.97000
Sun Apr 25 20:56:47 2021 Epoch 84, lr: 0.0000000, val loss: 64.47106, acc: 81.00000
Sun Apr 25 20:57:06 2021 Epoch 85, lr: 0.0000000, val loss: 64.47244, acc: 81.00000
Sun Apr 25 20:57:25 2021 Epoch 86, lr: 0.0000000, val loss: 64.47551, acc: 81.00000
Sun Apr 25 20:57:44 2021 Epoch 87, lr: 0.0000000, val loss: 64.47605, acc: 80.99000
Sun Apr 25 20:58:03 2021 Epoch 88, lr: 0.0000000, val loss: 64.47809, acc: 81.00000
Sun Apr 25 20:58:21 2021 Epoch 89, lr: 0.0000000, val loss: 64.47937, acc: 81.02000
Sun Apr 25 20:58:40 2021 Epoch 90, lr: 0.0000000, val loss: 64.48238, acc: 81.00000
Sun Apr 25 20:58:59 2021 Epoch 91, lr: 0.0000000, val loss: 64.48170, acc: 81.02000
Sun Apr 25 20:59:18 2021 Epoch 92, lr: 0.0000000, val loss: 64.48161, acc: 81.02000
Sun Apr 25 20:59:37 2021 Epoch 93, lr: 0.0000000, val loss: 64.48111, acc: 81.01000
Sun Apr 25 20:59:56 2021 Epoch 94, lr: 0.0000000, val loss: 64.48029, acc: 81.02000
Sun Apr 25 21:00:14 2021 Epoch 95, lr: 0.0000000, val loss: 64.47985, acc: 81.01000
Sun Apr 25 21:00:33 2021 Epoch 96, lr: 0.0000000, val loss: 64.48168, acc: 81.01000
Sun Apr 25 21:00:52 2021 Epoch 97, lr: 0.0000000, val loss: 64.48223, acc: 81.02000
Sun Apr 25 21:01:11 2021 Epoch 98, lr: 0.0000000, val loss: 64.48289, acc: 81.02000
Sun Apr 25 21:01:30 2021 Epoch 99, lr: 0.0000000, val loss: 64.48095, acc: 81.02000
Sun Apr 25 21:29:21 2021 Epoch 0, lr: 0.0001000, val loss: 164.49965, acc: 41.66000
Sun Apr 25 21:29:39 2021 Epoch 1, lr: -0.0008000, val loss: 49620026.96875, acc: 10.00000
Sun Apr 25 21:29:58 2021 Epoch 2, lr: 0.0001000, val loss: 230.70808, acc: 9.95000
Sun Apr 25 21:30:17 2021 Epoch 3, lr: 0.0010000, val loss: 242.33870, acc: 10.20000
